"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_227","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_228","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_229","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_23","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_230","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_231","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_232","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_233","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_234","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_235","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_236","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_237","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_24","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_25","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_26","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_27","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_28","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_29","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_3","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_30","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_31","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_32","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_33","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_34","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_35","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_36","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_37","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_38","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_39","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_4","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_40","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_41","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_42","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_43","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_44","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_45","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_46","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_47","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_48","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_49","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_5","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_50","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_51","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_52","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_53","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_54","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_55","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_56","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_57","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_58","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_59","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_6","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_60","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_61","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_62","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_63","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_64","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_65","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_66","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_67","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_68","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_69","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_7","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_70","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_71","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_72","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_73","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_74","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_76","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_77","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_78","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_79","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_8","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_80","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_81","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_82","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_83","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_84","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_85","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_86","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_87","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_88","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_89","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_90","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_91","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_92","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_93","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_94","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,0
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_95","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_96","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_97","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_98","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"ba02be9a-b5a4-461a-b66f-e42942c26b0d_Unknown_cluster_99","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,1
"KX823799.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,10
"FJ479495.1.1491","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",0,6
"JQ861404.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",0,5
"EF516588.1.1452","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,5
"DQ395973.1.1462","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured organism",0,5
"AB759681.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,5
"AB759685.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,4
"AB486677.1.1373","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,4
"KT984876.1.1523","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter sp. TX0655",0,3
"KF515268.1.1509","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,3
"JX504902.1.1409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Bradyrhizobium sp.",0,3
"JX458434.1.1544","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. W1.09-40",0,3
"JF189003.1.1358","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",0,3
"HM366483.1.1479","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera","uncultured bacterium",0,3
"GU172184.1.1495","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,3
"EF492947.1.1479","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,3
"CP021434.1843208.1844756","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus avium",0,3
"AY921885.1.1382","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadetes bacterium",0,3
"AY234523.1.1402","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","bacterium Ellin5106","",0,3
"AF498705.1.1403","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","bacterium Ellin323","",0,3
"AB821074.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,3
"AB672210.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,3
"MH445240.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,2
"MH444991.1.1440","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,2
"LC093157.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured bacterium","",0,2
"KY445623.1.1488","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","Ideonella sp.",0,2
"KY287490.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",0,2
"KX823841.1.1517","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,2
"KX823685.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,2
"KU578798.1.1336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,2
"KU360133.1.1407","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. KLBC 25",0,2
"KM200524.1.1500","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,2
"KM200514.1.1486","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","uncultured Singulisphaera sp.",0,2
"KM200440.1.1465","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured Planctomycetales bacterium",0,2
"KM200422.1.1514","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured Haliangium sp.",0,2
"KM200417.1.1493","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","uncultured bacterium",0,2
"KM200410.1.1513","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,2
"KM200407.1.1452","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured Alphaproteobacteria bacterium","",0,2
"KM200377.1.1486","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium",0,2
"KJ540681.1.1449","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured Segetibacter sp.",0,2
"KJ192087.1.1491","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Chitinophagaceae bacterium",0,2
"KJ191921.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured Ideonella sp.",0,2
"KJ191918.1.1493","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured Cupriavidus sp.",0,2
"KJ191878.1.1479","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","uncultured Armatimonadetes bacterium","","",0,2
"KF010682.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","uncultured bacterium",0,2
"KC331463.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,2
"JX505224.1.1432","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured Planctomycetaceae bacterium",0,2
"JX133603.1.1494","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured bacterium",0,2
"JQ861388.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",0,2
"JQ798485.1.1484","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04","uncultured bacterium",0,2
"JQ775350.1.1543","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Thermobacillus sp.",0,2
"JN024033.1.1459","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",0,2
"JF833908.1.1503","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured gamma proteobacterium",0,2
"JF208112.1.1377","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured bacterium",0,2
"JF204240.1.1362","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured bacterium",0,2
"JF124258.1.1325","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","","","",0,2
"HQ598660.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteria bacterium","",0,2
"HQ119152.1.1519","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,2
"HQ114154.1.1516","Bacteria","Planctomycetota","vadinHA49","uncultured bacterium","","","",0,2
"HM459643.1.1468","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,2
"GQ402615.1.1407","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,2
