"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"EU244075.1.1491","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","uncultured bacterium",1,0
"EU223957.1.1518","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,1
"EU223954.1.1492","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured Isosphaera sp.",1,0
"EU223950.1.1499","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",1,0
"EU223949.1.1514","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",1,0
"EU223946.1.1514","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997","uncultured bacterium",1,0
"EU223940.1.1532","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured soil bacterium",1,0
"EU221586.1.1480","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Rhodopseudomonas palustris",1,0
"EU221418.1.1517","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",1,1
"EU221416.1.1504","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",1,0
"EU220428.1.1517","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Bacillus subtilis",1,0
"EU219972.1.1537","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. KMC003",1,1
"EU214978.1.1456","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. CNS-764_SF06",1,0
"EU214971.1.1484","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. CNS-664_SD06",1,0
"EU214945.1.1487","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. CNS-635_SD06",1,0
"EU202907.1.1446","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp.",1,5
"EU202884.1.1391","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,0
"EU202878.1.1391","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,2
"EU202875.1.1390","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,1
"EU202848.1.1434","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans","uncultured Xanthomonadaceae bacterium",1,0
"EU202832.1.1390","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured Caulobacter sp.",1,1
"EU202815.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,1
"EU202810.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,1
"EU202809.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,1
"EU202802.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU202789.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU193120.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp.",1,5
"EU193118.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp.",1,5
"EU193099.1.1441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,1
"EU193068.1.1641","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium",1,0
"EU193040.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured Edaphobacter sp.",1,0
"EU193037.1.1469","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,1
"EU193025.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU193020.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,1
"EU193007.1.1528","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,1
"EU193005.1.1507","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","uncultured Acidobacteriales bacterium","","",1,0
"EU193004.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU192990.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU192966.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU192962.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU182894.1.1393","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. MH66",1,0
"EU181225.1.1483","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Modestobacter marinus",1,0
"EU150284.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"EU150240.1.1498","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,2
"EU137390.1.1505","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",1,0
"EU135512.1.1302","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium",1,1
"EU135286.1.1378","Bacteria","Planctomycetota","vadinHA49","uncultured bacterium","","","",1,0
"EU135274.1.1434","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EU135267.1.1380","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EU135258.1.1396","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EU135216.1.1323","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,1
"EU135162.1.1371","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,1
"EU135149.1.1326","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EU135118.1.1327","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"EU135026.1.1413","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured bacterium",1,0
"EU135002.1.1325","Bacteria","Armatimonadota","uncultured","uncultured bacterium","","","",1,0
"EU134994.1.1341","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","uncultured bacterium","","",1,0
"EU134985.1.1409","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","uncultured bacterium","","",1,0
"EU134956.1.1316","Bacteria","Patescibacteria","Microgenomatia","Candidatus Roizmanbacteria","uncultured bacterium","","",1,0
"EU134951.1.1287","Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria","uncultured bacterium","","",1,0
"EU134931.1.1294","Bacteria","Patescibacteria","Parcubacteria","uncultured bacterium","","","",1,0
"EU134882.1.1351","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium",1,0
"EU134718.1.1328","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"EU134679.1.1366","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","uncultured","uncultured bacterium",1,2
"EU134600.1.1362","Bacteria","Elusimicrobiota","Lineage IIa","uncultured bacterium","","","",1,0
"EU134554.1.1362","Bacteria","Myxococcota","Polyangia","Blfdi19","uncultured bacterium","","",1,1
"EU134497.1.1336","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","uncultured bacterium",1,0
"EU134446.1.1426","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,1
"EU134439.1.1389","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,1
"EU134419.1.1274","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","","",1,0
"EU134415.1.1321","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",1,0
"EU134379.1.1395","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"EU134286.1.1381","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"EU134249.1.1297","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",1,2
"EU134238.1.1319","Bacteria","Chloroflexi","P2-11E","uncultured bacterium","","","",1,0
"EU134040.1.1278","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",1,0
"EU133788.1.1347","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured bacterium","",1,0
"EU133519.1.1317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured bacterium",1,2
"EU133445.1.1261","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"EU133372.1.1313","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","uncultured bacterium",1,0
"EU133333.1.1255","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","uncultured bacterium",1,0
"EU133318.1.1268","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","uncultured bacterium",1,0
"EU133311.1.1260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes","uncultured bacterium",1,0
"EU133272.1.1323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"EU133174.1.1410","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium",1,0
"EU133124.1.1356","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EU133048.1.1331","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium",1,0
"EU132935.1.1297","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"EU132786.1.1361","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"EU132761.1.1309","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,0
"EU132727.1.1344","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,0
"EU132699.1.1369","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium",1,0
"EU132694.1.1349","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EU132522.1.1353","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,0
"EU132486.1.1301","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EU132448.1.1367","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured bacterium",1,0
"EU132410.1.1376","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EU132302.1.1360","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EU132294.1.1358","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,0
"EU132287.1.1379","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EU132241.1.1381","Bacteria","Acidobacteriota","Blastocatellia","11-24","uncultured bacterium","","",1,0
"EU119243.1.1470","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes sp. G31",1,0
"EU118985.1.1404","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium yangbajingensis",1,0
"EU104298.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium",1,0
"EU098005.1.1409","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Janthinobacterium sp. AR02",1,0
"EU080955.1.1522","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MI02-7b",1,0
"EU044415.1.1373","Bacteria","Chloroflexi","AD3","uncultured organism","","","",1,5
"EU044330.1.1404","Bacteria","Elusimicrobiota","Lineage IIa","uncultured bacterium","","","",1,0
"EU044304.1.1391","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,1
"EU044264.1.1404","Bacteria","Elusimicrobiota","Lineage IIa","uncultured bacterium","","","",1,0
"EU044240.1.1394","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,1
"EU044212.1.1375","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU044103.1.1402","Bacteria","Elusimicrobiota","Lineage IIa","uncultured bacterium","","","",1,0
"EU043877.1.1391","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU043850.1.1371","Bacteria","Chloroflexi","AD3","uncultured Firmicutes bacterium","","","",1,4
"EU043839.1.1338","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix","uncultured bacterium",1,1
"EU043589.1.1400","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU038033.1.1462","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","uncultured actinobacterium",1,0
"EU038006.1.1503","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","uncultured Candidatus Dependentiae bacterium","",1,0
"EU037328.1.1478","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,4
"EF688386.1.1501","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","uncultured soil bacterium","","",1,0
"EF688378.1.1491","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured soil bacterium",1,1
"EF683077.1.1476","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","uncultured Armatimonadetes bacterium","","",1,0
"EF613018.1.1344","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EF612986.1.1345","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,1
"EF612976.1.1343","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,2
"EF612424.1.1492","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured delta proteobacterium",1,0
"EF612402.1.1430","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Alphaproteobacteria bacterium",1,0
"EF601948.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Pter4",1,0
"EF600562.1.1337","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF600558.1.1507","Bacteria","RCP2-54","uncultured bacterium","","","","",1,1
"EF586067.1.1450","Bacteria","Firmicutes","Limnochordia","M55-D21","uncultured bacterium","","",1,0
"EF580966.1.1494","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium",1,0
"EF580944.1.1511","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,1
"EF574702.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",1,0
"EF574525.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",1,1
"EF569647.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Lop14.22",1,0
"EF569639.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ih3.3",1,0
"EF559177.1.1477","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","uncultured bacterium",1,0
"EF559175.1.1496","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured bacterium",1,0
"EF559010.1.1444","Bacteria","Firmicutes","Limnochordia","Hydrogenispora","uncultured bacterium","","",1,0
"EF558965.1.1484","Bacteria","Firmicutes","Limnochordia","Hydrogenispora","uncultured bacterium","","",1,0
"EF550498.1.1395","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura sp. 172315",1,0
"EF550487.1.1396","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 172101y",1,0
"EF540433.1.1383","Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria","uncultured soil bacterium","","",1,0
"EF540374.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured soil bacterium",1,1
"EF522812.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. 142213",1,0
"EF520628.1.1454","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","uncultured bacterium","","",1,0
"EF516979.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","uncultured bacterium",1,0
"EF516973.1.1459","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium",1,0
"EF516945.1.1403","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured bacterium",1,0
"EF516916.1.1453","Bacteria","Planctomycetota","vadinHA49","uncultured bacterium","","","",1,0
"EF516912.1.1417","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","","","",1,0
"EF516895.1.1456","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured bacterium","",1,1
"EF516889.1.1473","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,1
"EF516858.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",1,4
"EF516839.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",1,5
"EF516825.1.1449","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"EF516814.1.1414","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,4
"EF516800.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","uncultured bacterium",1,1
"EF516797.1.1411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured bacterium",1,1
"EF516709.1.1458","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",1,2
"EF516695.1.1416","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF516675.1.1461","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,2
"EF516620.1.1346","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32","uncultured bacterium",1,0
"EF516593.1.1456","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","uncultured","uncultured bacterium",1,0
"EF516577.1.1437","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF516571.1.1340","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38","uncultured bacterium","",1,1
"EF516564.1.1359","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-3","uncultured bacterium",1,0
"EF516559.1.1444","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,2
"EF516550.1.1415","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Occallatibacter","uncultured bacterium",1,0
"EF516541.1.1406","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium",1,1
"EF516494.1.1428","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF516491.1.1270","Bacteria","Armatimonadota","uncultured","uncultured bacterium","","","",1,0
"EF516484.1.1443","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF516451.1.1443","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",1,0
"EF516415.1.1437","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF516412.1.1427","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","uncultured bacterium","","",1,1
"EF516392.1.1447","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EF516387.1.1468","Bacteria","Myxococcota","Polyangia","Blfdi19","uncultured bacterium","","",1,1
"EF516366.1.1457","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,2
"EF516363.1.1444","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","uncultured","uncultured bacterium",1,1
"EF516358.1.1442","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,1
"EF516350.1.1474","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","uncultured bacterium","","",1,0
"EF516331.1.1475","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EF516330.1.1471","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,0
"EF516329.1.1488","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,1
"EF516322.1.1423","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF516311.1.1463","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,5
"EF516304.1.1368","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF516303.1.1405","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix","uncultured bacterium",1,2
"EF516269.1.1438","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",1,1
"EF516264.1.1468","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium",1,0
"EF516248.1.1466","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","uncultured bacterium","","",1,0
"EF516245.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",1,1
"EF516220.1.1416","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",1,2
"EF516215.1.1273","Bacteria","Patescibacteria","Microgenomatia","Candidatus Daviesbacteria","uncultured bacterium","","",1,0
"EF516191.1.1451","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",1,0
"EF516132.1.1402","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured bacterium",1,0
"EF516105.1.1343","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EF516094.1.1449","Bacteria","Acidobacteriota","Subgroup 5","uncultured bacterium","","","",1,1
"EF516062.1.1371","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473","uncultured bacterium",1,1
"EF516057.1.1406","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",1,0
