"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"EF516034.1.1396","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"EF516007.1.1416","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"EF515984.1.1471","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EF515982.1.1444","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"EF515929.1.1461","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,0
"EF515925.1.1484","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"EF515912.1.1483","Bacteria","Planctomycetota","BD7-11","uncultured bacterium","","","",1,0
"EF515910.1.1418","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,2
"EF515902.1.1491","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","uncultured bacterium",1,1
"EF515898.1.1464","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",1,2
"EF515885.1.1425","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","","","",1,0
"EF494366.1.1514","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"EF494343.1.1527","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"EF494340.1.1514","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"EF492962.1.1466","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,1
"EF492935.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",1,0
"EF492927.1.1482","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",1,1
"EF492922.1.1528","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"EF474078.1.1518","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus polymyxa",1,0
"EF428239.1.1534","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",1,0
"EF409867.1.1345","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"EF398692.1.1464","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","uncultured bacterium",1,0
"EF394148.1.1398","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium japonicum",1,0
"EF368010.1.1491","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","Cohnella ginsengisoli",1,1
"EF213645.1.1468","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Mesorhizobium sp. WSM3877",1,0
"EF190495.1.1462","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus popilliae",1,1
"EF178451.1.1479","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. 1Re28",1,0
"EF157190.1.1426","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","",1,0
"EF126181.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",1,0
"EF125943.1.1484","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadetes bacterium",1,3
"EF125935.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Labrys sp. SOD36",1,0
"EF114680.1.1494","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. SJH06",1,2
"EF111084.1.1242","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","uncultured","uncultured Alphaproteobacteria bacterium",1,1
"EF111060.1.1228","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Alphaproteobacteria bacterium",1,0
"EF030715.1.1483","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora cebuensis",1,0
"EF020112.1.1336","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",1,0
"EF020104.1.1375","Bacteria","Planctomycetota","Pla4 lineage","uncultured bacterium","","","",1,0
"EF020080.1.1318","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",1,0
"EF020074.1.1333","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured bacterium",1,0
"EF020062.1.1333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Hyphomicrobiaceae bacterium",1,0
"EF020050.1.1339","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",1,1
"EF020036.1.1359","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"EF019998.1.1392","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured actinobacterium","",1,0
"EF019924.1.1329","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured proteobacterium",1,0
"EF019854.1.1339","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured Acetobacteraceae bacterium",1,1
"EF019853.1.1383","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,0
"EF019851.1.1355","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",1,0
"EF019847.1.1382","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,0
"EF019843.1.1382","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,0
"EF019835.1.1383","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,0
"EF019828.1.1383","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,0
"EF019716.1.1363","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured actinobacterium","","",1,0
"EF019513.1.1338","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Hyphomicrobiaceae bacterium",1,0
"EF019503.1.1325","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium",1,1
"EF019484.1.1392","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured Rubrobacteraceae bacterium","",1,0
"EF019426.1.1309","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF019416.1.1347","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF019414.1.1394","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured Rubrobacteraceae bacterium",1,0
"EF019377.1.1345","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",1,1
"EF019351.1.1404","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured proteobacterium",1,0
"EF019168.1.1329","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"EF019121.1.1389","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured Verrucomicrobia bacterium",1,0
"EF019106.1.1344","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","uncultured proteobacterium",1,0
"EF019073.1.1351","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF019070.1.1371","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured planctomycete",1,0
"EF019057.1.1367","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF018986.1.1412","Bacteria","RCP2-54","uncultured bacterium","","","","",1,0
"EF018931.1.1364","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",1,0
"EF018917.1.1336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured proteobacterium",1,0
"EF018913.1.1413","Bacteria","RCP2-54","uncultured bacterium","","","","",1,0
"EF018903.1.1418","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured bacterium","",1,0
"EF018888.1.1368","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF018883.1.1385","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured bacterium","",1,0
"EF018840.1.1365","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF018834.1.1349","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"EF018793.1.1405","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EF018788.1.1338","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Bradyrhizobiaceae bacterium",1,0
"EF018777.1.1374","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured planctomycete",1,1
"EF018770.1.1361","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF018723.1.1349","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF018717.1.1361","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",1,1
"EF018700.1.1403","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"EF018692.1.1326","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","uncultured Hyphomicrobiaceae bacterium",1,0
"EF018669.1.1335","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured Methylocystaceae bacterium",1,0
"EF018668.1.1402","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured bacterium","","",1,0
"EF018606.1.1336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured proteobacterium",1,0
"EF018593.1.1367","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF018561.1.1361","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,0
"EF018546.1.1383","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV","uncultured bacterium","","",1,0
"EF018513.1.1349","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","","","",1,0
"EF018459.1.1335","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured Phyllobacteriaceae bacterium",1,2
"EF018454.1.1401","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured proteobacterium",1,0
"EF018438.1.1333","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-2","uncultured bacterium",1,0
"EF018435.1.1352","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",1,0
"EF018430.1.1323","Bacteria","Chloroflexi","JG30-KF-CM66","uncultured bacterium","","","",1,0
"EF018387.1.1367","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",1,0
"EF018382.1.1327","Bacteria","Patescibacteria","Parcubacteria","uncultured bacterium","","","",1,0
"EF018373.1.1370","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","uncultured bacterium",1,0
"EF018367.1.1406","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured bacterium",1,0
"EF018360.1.1407","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured proteobacterium",1,0
"EF018355.1.1351","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",1,2
"EF018337.1.1401","Bacteria","Myxococcota","Polyangia","mle1-27","uncultured proteobacterium","","",1,0
"EF018324.1.1364","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"EF018297.1.1405","Bacteria","Planctomycetota","BD7-11","uncultured bacterium","","","",1,0
"EF018293.1.1348","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF018252.1.1333","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonadaceae bacterium",1,0
"EF018220.1.1348","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF018202.1.1344","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured Rhodospirillaceae bacterium","",1,0
"EF018189.1.1324","Bacteria","Patescibacteria","Parcubacteria","uncultured bacterium","","","",1,0
"EF018149.1.1413","Bacteria","RCP2-54","uncultured bacterium","","","","",1,0
"EF018130.1.1399","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,1
"EF018126.1.1410","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured proteobacterium",1,0
"EF018118.1.1364","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",1,0
"EF018064.1.1348","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"EF016808.1.1437","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","uncultured Candidatus Saccharibacteria bacterium","",1,0
"EF016801.1.1477","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","uncultured actinobacterium",1,0
"EF016795.1.1477","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","uncultured actinobacterium",1,0
"DQ986200.1.1480","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","Aquisphaera giovannonii",1,0
"DQ984611.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",1,2
"DQ984596.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","uncultured bacterium",1,0
"DQ984594.1.1484","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","uncultured bacterium",1,0
"DQ984573.1.1484","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"DQ984572.1.1518","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"DQ984565.1.1483","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,1
"DQ984562.1.1441","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,3
"DQ984553.1.1461","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"DQ984549.1.1455","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","uncultured bacterium",1,0
"DQ984545.1.1440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","uncultured bacterium",1,0
"DQ984544.1.1426","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"DQ984540.1.1489","Bacteria","Acidobacteriota","Subgroup 5","uncultured bacterium","","","",1,1
"DQ906828.1.1450","Bacteria","Acidobacteriota","Subgroup 5","uncultured bacterium","","","",1,0
"DQ906774.1.1486","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"DQ906085.1.1465","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","uncultured bacterium",1,3
"DQ898310.1.1502","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus mucilaginosus",1,0
"DQ898307.1.1501","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus mucilaginosus",1,0
"DQ887944.1.1483","Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter","uncultured bacterium",1,0
"DQ854983.1.1464","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. GPTSA100-8",1,2
